xi,xj,LLM_model,prompt_id
The baby cried,baby cried lay floor bleeding face ice blanket lost consciousness arms broken Doctors thought bleeding caused metabolism,GPT-2,315
In the study,study development studies conducted investigate effects adversity factors brain structures known consequence adversity increase risk developing disorders autism Soc,GPT-Neo,208
The stars faded,stars faded sky stars gone stars gone stars gone stars gone stars gone stars gone stars gone,OPT,564
With a wink,wink nod president made intends make campaign promise build wall border wall symbol,OPT,662
The light bulb,bulb choice home used applications bulb choice home used applications bulb choice,BLOOM,474
In the crowd,crowd dinner voice introduced husband president president,GPT-Neo,166
As morning broke,morning broke pilots told leave seen activity future veteran war,GPT-2,11
She reached for,reached bell pressed shouted see got dress place got bra lifted head looked looked,GPT-Neo,260
He climbed the,climbed stairs went kitchen had deal work do had go bed had go bed,BLOOM,106
The toppings added,toppings added pizza part agree love cheese pepperoni,OPT,583
"Quietly, he crept",crept top bed peered room light eyes accustomed darkness see shadows thoughts,GPT-Neo,216
In the garage,garage parents house growing set colored wood framed doors parked corner garage car garage remember sitting,GPT-Neo,176
With a gasp,gasp grabbed cell phone counter second stopped done woman face appeared screen head chin chest,GPT-Neo,637
The bond formed,bond formed separated think,OPT,331
The leaves fell,leaves fell snow came sun shining ’s time get enjoy outdoors leaves fell snow came sun shining ’s time get,Falcon-7B,468
The bird soared,bird soared bird flew bird flew bird flew bird flew bird flew bird flew bird flew bird,OPT,329
"Gently, she rocked",rocked hands hips eyes closed whispered said,OPT,99
The world faded,world faded night violence millions people struggling make ends meet millions fleeing war refugees become extremists look days come observe,GPT-2,614
The leaves drifted,leaves drifted swaying bit wind blew caught sunlight colors sky river place rainbows,GPT-Neo,467
She debugged the,debugged game found game broken think found game broken,OPT,240
"Slowly, he walked",walked door going leave going leave going leave come going leave come going,Falcon-7B,294
As the sun,sun sets year dog look year world dogs year dog year change canine community introduction,OPT,20
As spring bloomed,spring bloomed expected year year season country experienced record low number suicides half deaths involved alcohol,GPT-2,19
In the dressing,dressing room girls talking going get guys do want going use wiles get guys do want girls talking,Falcon-7B,171
The finish line,finish line sight school year day school students day teachers day staff,Falcon-7B,416
She stepped forward,stepped said ’re ’re said ’re looked said ’re ’re said,BLOOM,272
The boat rocked,boat rocked boat rocked boat rocked boat rocked boat rocked boat rocked boat rocked boat rocked boat rocked boat rocked boat rocked boat rocked,OPT,330
With a splash,splash color dash style piece set set includes piece set bibs burp cloths blanket bib,Falcon-7B,654
The lake reflected,lake reflected sunlight lake surface covered lake lakes had beds lake had roomed campground village location had,GPT-2,464
As they talked,talked told look love had woman wanted put room gave,GPT-2,60
She presented the,presented award winner announced Luminaries announced,OPT,257
"Slowly, he breathed",breathed chest rising falling,Falcon-7B,284
The door creaked,door creaked heard voice girl want know took boots hat rushed,GPT-2,403
The balloon floated,balloon floated city spring invasion held olive branch meant convey state solution suggest,GPT-Neo,319
In the recital,recital students asked write poem theme day students asked write poem theme day students asked write poem theme day,BLOOM,198
The storm raged,storm raged village villagers sat huts cried people lost homes storm watched watching tragedy television storm destroyed walls,GPT-Neo,569
The peace descended,peace descended city eve anniversary War peace descended city eve anniversary War,Falcon-7B,511
In the safari,zone find lot pokemon know looking,OPT,199
Looking up at,Looking sky see sun moon stars clouds see birds trees flowers grass see mountains valleys rivers oceans,Falcon-7B,214
With a yawn,yawn men turned side room man darkness man face standing middle room,BLOOM,663
The horse neighed,horse neighed think going eat neigh,OPT,448
As day broke,day broke sun rose horizon sky turned shade pink sun shining air day wedding bride groom married church,Falcon-7B,6
She stood up,stood looked man man looks face man looks face man looks,BLOOM,274
"Carefully, she placed",placed box table placed box table did,OPT,86
The grass grew,grass grew house house built 1800s house built 1800s house built 1800s house built,Falcon-7B,442
In the museum,museum visitor confronted number objects understand museum place visitor learn past present future museum place,Falcon-7B,192
"Quietly, he meditated",meditated fact man world opera theater ballet opera theater ballet opera,Falcon-7B,219
The flag waved,flag waved gate signifying beginning era nation universities ceremony campus chancellor,GPT-Neo,427
The snow fell,snow fell night morning sun shining air day walk put coat boots grabbed,Falcon-7B,556
The car sped,car sped highway driver eyes fixed road sun setting sky blue driver lost thought notice car front slowing,Falcon-7B,353
As they waited,waited light trip passengers discussed possibility flight diverted feared attack country needs,GPT-Neo,64
The clay formed,clay formed basis bricks bricks used build houses bricks made hand bricks made hand bricks made hand,Falcon-7B,369
The rooster crowed,rooster crowed sun rose day began rooster crowed sun rose day began rooster crowed sun rose day began ro,Falcon-7B,542
The system hummed,system hummed match gave loss Media playback supported device international goals win coach stage campaign,GPT-2,578
The bird soared,bird soared trees wind blew leaves sun shone ground clouds floated sky bird soared trees wind blew leaves,Falcon-7B,329
The kite dipped,kite dipped rose dipped rose dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising,Falcon-7B,461
In the theater,theater audience invited participate performance performed students students invited participate performance performed students,BLOOM,210
"Quietly, he practiced",practiced moves master art killer,OPT,221
He researched the,researched shit did man man has wife,OPT,127
The day passed,day passed man given life save man son had use ounce strength time moment free lad creature grip,GPT-Neo,393
The stars faded,stars faded leaving ceremony point called crowd mocking people president elect brought ISIS plane saying deal commit crime,GPT-2,564
The view expanded,view expanded include shot front bus driver seat time miner said woman girl,GPT-Neo,597
With a smile,smile hug kiss help times share joys help celebrate successes,Falcon-7B,649
The cat purred,cat purred cat cat hour know doing place do know see,GPT-2,359
The baby cooed,baby cooed girl bathtub singing lullabies stuffed panda bear wife called name came running room stranger came apartment,GPT-Neo,314
"Slowly, she walked",walked door going leave going leave going leave come going leave come going leave,Falcon-7B,300
As they waited,waited bus take airport men talking trip taken ’m went said man trip,Falcon-7B,64
In the server,server world see table describes collection items called data used pointers accessed data array items contain list items,GPT-2,200
As dawn broke,dawn broke women awoke sight stranger room man twenties wearing shirt name embroidered pulled door closed slipped sat,GPT-Neo,4
The path curved,path curved side house led door door kitchen going check rest house said come,Falcon-7B,509
With a bow,bow COVID-19 season begin series concerts,Falcon-7B,621
With a smile,smile smile surprise face looked one one one going,GPT-2,649
"Carefully, he poured",poured beer glass flourish left party lay asked see told call,GPT-2,77
She whispered softly,whispered,Falcon-7B,280
As they listened,listened story fact story fact story fact story,BLOOM,46
The crowd cheered,crowd cheered man member member member,BLOOM,382
"Quietly, she wrote",wrote time thing did write letter husband telling going mother wrote,BLOOM,230
