xi,xj,LLM_model,prompt_id
The elevator dinged,The elevator dinged and the doors opened. I stepped out and walked down the hall to the room where I was to meet with the doctor. I was nervous. I had been waiting for this appointment for months. I had been waiting for this appointment,Falcon-7B,411
She practiced the,"She practiced the art of the ""sneak attack"" on her brother.
She was a ""sneak attack"" artist.
She was a ""sneak attack"" artist.
by The_Real_St",Falcon-7B,256
The pollen floated,"The pollen floated on its back.

""You are welcome to speak with us,"" said Dr. Zouks, who's also a specialist in ecotoxin and molecular toxins at the Max Planck Institute at Bremen. ""But",GPT-2,521
"Gently, she erased","Gently, she erased the last of the tears from her face. She had cried so much that her eyes were sore and her nose was running. She had cried so much that she had no tears left to cry.
She had cried so much",Falcon-7B,93
As they walked,"As they walked out of the room, the two men looked at each other and smiled.
""I'm sorry, I didn't mean to scare you.""
""No, it's okay.
I'm just glad you're okay.""",OPT,65
"Slowly, the sun","Slowly, the sun sank behind the ridge of mountains and the air cooled and, for a moment, was like velvet. I sat up and began to feel the chill of the night air on my back. In a moment or two, I heard",GPT-Neo,301
With a nod,"With a nod to the “Greatest Show on Earth,” the 2019-2020 season of the Ringling Bros. and Barnum & Bailey Circus will feature a new show, “Legends,” which will feature a cast",Falcon-7B,644
In the library,"In the library, the user can select the type of the file to be saved. The file type is selected by clicking the button Save. The file type is selected by clicking the button Save as. The file type is selected by clicking the button Save",BLOOM,184
He lifted the,"He lifted the weight of the world on his shoulders.
He's the only one who can save us.
He's the only one who can save us.
He's the only one who can save us.
He's the only",OPT,113
He adopted the,"He adopted the traditional European lifestyle and began an affair with a local girl of the village of Hainaut. Soon after this, they had a child and their relationship became somewhat secretive.

Around 1880, the couple had an argument and Marie-",GPT-Neo,104
She presented the,"She presented the case to the jury, telling them that they were going to be asked to decide both ways. And then she added something else.
She said it might help them understand why the victim had died.

“If you can",GPT-Neo,257
With a yawn,"With a yawn, I made two short ribs of bacon with tomato sauce. I added the sour cream for a nice kick and a crunch. A lot of people, myself included, are used to eating bacon, but I didn't like having to have",GPT-2,663
The flower bloomed,"The flower bloomed.

The tree shed its leaves,

And the grass grew green.

The sky was blue and blue,

And it seemed the sun rose.

The sun seemed to shine

A long",GPT-Neo,430
The waves lapped,"The waves lapped the surface of the sea, and the sea was filled with
water. The wind was blowing in the direction of the north, and the
sea was filled with water. The wind was blowing in the direction of
the south",BLOOM,604
With a frown,"With a frown on her face and almost tears in her eye, Anna let out a shaky whimper that caught Elsa cold. She leaned forward with her back straight, her lips curled with a grin.

""I just need something to talk about",GPT-2,635
She gazed at,"She gazed at her son in amazement, as if he feared that this might come to pass.

""But the day is late and the evening will not be until a few hours later,"" she continued. ""I have left my wife and",GPT-2,246
With a sigh,"With a sigh, she lay back, looking up at the dark ceiling, and thought of the man on the plane, and the woman in the field, both gone like the wind. Only, when the wind came down from the north and went through",GPT-Neo,648
The garden flourished,"The garden flourished with vegetables until a drought struck. Now, it is suffering from a lack of water.

“There is some evidence of an increase in the volume of sewage outflow from our house,” Mr Wray said.",GPT-Neo,437
He remembered when,"He remembered when he was a kid and he was playing with his friends and he was playing with a toy gun and he accidentally shot himself in the head.
I'm sorry, but that's hilarious.",OPT,126
The stars faded,The stars faded and the moon was gone. The stars were gone and the moon was gone. The stars were gone and the moon was gone. The stars were gone and the moon was gone. The stars were gone and the moon was gone.,BLOOM,564
The baby giggled,"The baby giggled and cooed, and the mother smiled.
The baby giggled and cooed, and the mother smiled.
The baby giggled and cooed, and the mother smiled.
The baby giggled and cooed, and the mother smiled",Falcon-7B,316
In the office,"In the office, we have a lot of meetings. We have a lot of meetings. We have a lot of meetings.
I’m not sure if it’s because we’re a small company, or if it’s because we",Falcon-7B,194
In the lobby,"In the lobby of New York’s iconic Grand Central Terminal, a pair of young men in suits and ties greet the man who’s about to become the country’s next Secretary of Treasury.

“I’",GPT-Neo,186
She looked away,"She looked away. ""Are you going to send me to school next year, too?""

""I wish.""

I nodded. ""Just like we agreed.""

Her eyes widened—and I looked away, too. Her gaze",GPT-Neo,248
As they explored,As they explored the effects of the presence of the two types of the two types of the two types of the two types of the two types of the two types of the two types of the two types of the two types of the two types of the,BLOOM,40
With a smile,"With a smile, a hug, and a kiss,
I'll be there to help you through the rough times.
I'll be there to share your joys,
And to help you celebrate your successes.
I'll be",Falcon-7B,649
