xi,xj,LLM_model,prompt_id
As they explored,ruins city crew expedition discovered artifact device used control weather device device used control,OPT,40
The river meandered,valley sun shone grass birds sang songs flowers bloomed trees swayed wind river flowed clouds drifted,Falcon-7B,538
The clock struck,time clock struck door house door opened man entered dressed suit cloth looked man,BLOOM,371
The stars faded,sky stars gone stars gone stars gone stars gone stars gone stars gone stars gone,OPT,564
As noon approached,20th sun rays wind light ocean hold raft rafting rafting rafts boats boats set,GPT-Neo,16
The dog growled,barked man trying get dog leave man grabbed dog collar threw ground dog ran,OPT,398
The snow fell,hours beginning season skiing holiday people snowfall magic winter season is reason skiers enjoy,GPT-Neo,556
The curtain fell,season weekend round fixtures played front packed house round fixtures saw teams league,Falcon-7B,387
"Slowly, he turned",side room looked clock kitchen time get,BLOOM,292
The smoke rose,hung air cloud eyes adjusted dark see fire orange embers glow flames smell smoke,GPT-Neo,554
The rain stopped,tracks let sun spill streets drops day melted pool light sky change cloud break,GPT-Neo,534
The dog whined,said like shower men exchanged look continued conversation,GPT-Neo,401
The clock ticked,thing noticed clock ticking middle conversation friend thinking time going hospital thinking,BLOOM,372
In the studio,band band studio recording album band studio recording album band studio recording album,OPT,207
"Carefully, she mixed",cook mother wife mother friend,BLOOM,85
In the cafeteria,students eating lunch students eating lunch students eating lunch students eating lunch students eating lunch students eating lunch,Falcon-7B,155
The leaves fell,ground fear darkness soul brother find exist,GPT-Neo,468
The door creaked,thud followed moan clunk door opening clang bolt shot pushed door door swung,GPT-Neo,403
With a frown,face head bowed looking friend rest group took care boy care provided,GPT-2,635
In the recital,woman wearing appeared bikini bra looks ex - boyfriend students man student asked identified,GPT-2,198
In the office,have number employees working office have number employees working office have number employees working office,BLOOM,194
With a chisel,pair cutters hammer guy started pounding front metal cabinet months end process managed remove panel cabinet,GPT-Neo,626
As they admired,lamps side lake distance found ruins temple remains building formed part,GPT-Neo,22
In the stable,B team A team one supposed B team one supposed A,Falcon-7B,205
The skills improved,week treatment patients work work variety positions patients work work variety positions patients,BLOOM,550
The light bulb,went head thought dozen questions flooded mind happens cross bridge lake go south go west,GPT-Neo,474
The sun set,morning wind blowing direction west sun shining wind wind blowing direction east,BLOOM,574
The shadows lengthened,sun set air sky moon sliver light sky stars air sky,Falcon-7B,549
The leaves drifted,tree scene sun shining trees glowing rays sun air air,BLOOM,467
She held her,breath waited door open waiting moment time waiting moment time waiting moment time,Falcon-7B,247
Running through the,woods feel wind face feel sun skin feel earth feet feel trees feel animals forest,Falcon-7B,231
The engine roared,life Dreamliners touched marking time aircraft used service,OPT,412
With a laugh,pounder said trying get day day part,Falcon-7B,642
As they trembled,terror saw fire flames burst directions sound heard mountain snow point breaking house,GPT-Neo,63
The thunder rumbled,trees creaked wind whistled ponies stood window while disappeared darkness stood shirt watching sun rise,GPT-2,581
The smoke drifted,tunnel came fire smelt bottle soup turned fire went part tunnel collapsed crunch,GPT-2,553
The candle burned,time fire burning fire burning fire burning fire burning fire burning fire burning fire,BLOOM,346
"Quietly, she entered",kitchen bit expected was farmhouse refrigerator counter freezer front saw sink dozen appliances,GPT-Neo,225
The flower swayed,breeze wind blew petals fell flower gone breeze wind blew petals fell flower gone flower,Falcon-7B,431
With a ping,time game hours completed,GPT-2,645
As spring arrived,thing did get water had pond backyard had pond yard had pond backyard had,BLOOM,18
As time passed,number people game poker increased game poker game skill luck game played deck cards game poker,Falcon-7B,67
The leaves swirled,tree wind blew tree wind blew tree wind blew,OPT,471
The rain fell,sheets wind blew gusts temperature dropped degrees stop people turned Walk,Falcon-7B,531
The ride began,car license plate belonged identification program going,GPT-Neo,536
With a wink,man girl looked said ’re ’re man looked said ’re,BLOOM,662
The moon shone,sky hours passed contact world thoughts spinning excitement things had do had job,GPT-Neo,491
The lake reflected,sun rays water lake place relax enjoy sun lake place relax enjoy sun lake place relax,BLOOM,464
With a nod,ding smile said ’re ’re said girl ’re ’re said girl ’re,BLOOM,644
The camera flashed,hit ball think ball flashed,OPT,342
As morning broke,sun shining temperature 50s wind blowing door had,Falcon-7B,11
The snow melted,sun came sun came sun came sun came sun came,Falcon-7B,557
The password worked,user help doing import javax.swing import,GPT-Neo,508
With applause,huzzas rose took leave honor queen speak man benefactor go had,GPT-Neo,664
As they sparred,time ring did keep distance stood tell struggling fight ring match combatants,GPT-2,59
"Carefully, she placed",pieces information table ensure used sell items take granted says man have live fear,GPT-2,86
With a gasp,man shook head looked woman standing eyes closed holding breath smiling smiling,BLOOM,637
The phone buzzed,pocket pulled looked screen text friend ’m hospital called happened,Falcon-7B,514
The moon rose,city night city shock world mourning moon sight moon,OPT,490
With a sprint,minutes men get top hill time saw man helmet,BLOOM,656
The actor emerged,leading man starring string hits including member,Falcon-7B,304
He adopted the,word guitar television series receiving grade audition speak role discovered find meaning,GPT-2,104
As they monitored,site pointed map lake called has color water lake looks represents,GPT-2,47
Under the stars,edition festival set take place festival celebration arts science nature,Falcon-7B,618
The horse neighed,rider reined matter asked said horse,Falcon-7B,448
She stood up,hero think hero standing man trying rape think hero standing man,OPT,274
In the lobby,lobbyist lobbying lobbying company lobbyist lobbying lobbying company lobbyist,BLOOM,186
The curtain parted,light shone thing noticed smell combination air air conditioning combination air air conditioning combination,OPT,389
The train arrived,station passengers got train passengers train passengers train passengers train,Falcon-7B,586
As day broke,party tried keep fire tried push people got know said officer,GPT-2,6
The clues led,believe person wrote woman woman wrote man wrote woman wrote,OPT,373
In the mirror,see man beard mustache see man beard mustache see man beard mustache see man beard,OPT,190
The stars twinkled,night sky moon shone crowd gathered event held,Falcon-7B,566
With a smile,hug kiss help times share joys help celebrate successes,Falcon-7B,649
In the basement,courthouse downtown group men women working preserve history city organization,Falcon-7B,152
The rooster crowed,bird flew rooster mistaken mistaken seen bird heard crowing had,BLOOM,542
"Slowly, he breathed",chest rising falling,Falcon-7B,284
With a smile,said ’re ’re ’re ’re ’re,BLOOM,649
With a laugh,man said going politician going politician going politician man figure,OPT,642
The music peaked,1960s 1970s city center blues R&B. 1960s 1970s city,Falcon-7B,495
The kite danced,air wind blew leaves trees birds singing birds singing birds singing birds singing birds singing birds singing,BLOOM,460
In the alley,way alleyway alley look steps see kind people call police Get top dog leash,GPT-2,147
In the den,house man sitting floor head hands crying crying lost wife crying lost son,OPT,168
She cheered for,troops ran room eyes grew left room story tale people lives story story,GPT-2,236
As night fell,moon hidden clouds stars shining sky stars shining sky stars shining sky stars shining,BLOOM,15
The bird chirped,sun shone wind blew clouds rolled grass grew flowers bloomed trees grew birds sang sun shone wind blew,Falcon-7B,325
